2014-01-06	857184	118522	207952	268199	283941	460285	558426	1283325	1842193	8410035	114003
2014-01-23	864764	124132	216507	288890	374035	421185	680537	1284800	1884124	8223788	9098
2014-02-10	870383	125366	223038	339578	398170	484385	712706	1288003	1776292	8214012	9029
2014-02-26	876516	126199	223877	340895	401879	494944	733794	1295150	1797909	8219049	9022
2014-03-15	883795	125459	225863	341966	408172	498095	736884	1298856	1825512	8266487	5846
2014-03-31	887774	126145	226629	343226	409993	502468	738565	1304117	1840732	8261978	6591
2014-04-20	893583	127904	230439	357202	414280	508922	753622	1320177	1878368	8602729	6770
2014-05-08	907059	130874	235122	362574	421174	516808	771106	1345872	1897469	8731764	11354
2014-05-26	940455	145890	280552	342468	392644	528336	778555	1320199	1905384	8786301	9148
2014-06-12	943671	147807	280092	343503	394320	531800	784011	1319903	1921804	8910056	13513
2014-07-05	1006456	202670	319796	398525	480843	682304	834044	1011710	1852178	8892177	5040
2014-07-31	1029017	209671	338678	423989	493052	741826	755244	1015442	1904369	8858052	20545
2014-08-04	1032276	210065	339442	424516	493305	748759	755839	1010483	1897505	8852654	27412
2014-08-23	1038556	210956	340914	428624	514351	761376	737110	1006335	1920414	8887013	10640
2014-09-15	1071589	212679	340514	447744	509048	768589	706418	1012523	1936130	9010471	183410
2014-09-29	1078872	213494	345456	475503	488232	770186	708950	1034984	1941630	9197694	11834
2014-10-13	1084788	214629	350275	509958	472203	772137	720572	1043037	1960433	9182968	9152
2014-10-27	1215591	472343	594079	393019	613287	432115	599263	1033834	1911091	9149987	7054
2014-11-10	1231501	472500	591538	390236	612258	433830	601109	1042275	1907431	9280869	8484
2014-11-24	1270774	475802	590059	393148	609077	447526	600470	1038416	1957214	9213452	10477
2014-12-10	1293238	483712	593166	410383	606954	479022	596557	1018971	1979665	9160388	6720
2014-12-22	1325205	500733	606447	432581	622602	515946	579308	989204	1944416	9143619	8549
2015-01-05	1367513	513771	637402	446570	648344	562474	607215	1046328	1896649	8940051	9410
2015-01-20	1384137	528903	656425	469935	650855	552931	590228	1023221	1898908	9006118	8367
2015-02-02	1387966	530697	659474	468384	664089	560564	598421	1016560	1892824	8998301	87371
2015-02-16	1397177	532253	659649	468829	671766	557037	602565	1024846	1940136	9069648	274987
2015-03-02	1404932	534675	659403	468034	675577	559967	605191	1028836	2006369	9137066	191124
2015-03-16	1413162	548014	670041	478918	668490	550636	648183	1135129	2036225	9047750	277691
2015-03-30	1444957	563590	677941	465758	692908	547706	669818	1142103	2142972	9174700	30696
2015-04-13	1466027	569227	672331	470048	693199	566819	671254	1148595	2134119	9199962	30928
2015-04-27	1493972	586521	658655	457813	702513	575982	674718	1211306	2078602	9161133	31281
2015-05-11	1532174	589259	666226	477476	721737	557702	676991	1216403	2130410	9080322	31271
2015-05-25	1623995	589625	667397	481163	718861	556002	685527	1152254	2117338	9056374	31230
2015-06-08	1666120	590312	667964	481536	719741	557576	687449	1126340	2133821	9073948	47528
2015-06-22	1670376	591024	668664	482514	721650	560187	694658	1134527	2144618	9164216	47730
2015-07-06	1750318	604438	605013	479255	705733	563152	702445	1136692	2169549	9586125	5361
2015-07-20	2040874	676475	418052	648826	452739	519000	741442	1079816	2177358	9576703	5313
2015-08-05	2048383	677779	419147	649434	457786	522493	748268	1081283	2183267	9585805	4605
2015-08-17	2052986	677994	419737	650470	459090	523821	751687	1088180	2188003	9616391	6366
2015-09-07	2066992	677065	420219	652750	465660	532298	754494	1096994	2195962	9641533	10229
2015-10-05	2077498	677437	421713	657097	474500	534174	759486	1113444	2216331	9662905	5378
2015-10-19	2089826	677702	423600	671024	496423	551006	738797	1121280	2244231	9642794	7782
